id,source_file,category,line_no,text
235,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,235,"Economies of Scope(범위의 경제): 기업이 한 가지 제품만 생산할 때보다, 기존의 설비나 유통망을 활용하여 여러 종류의 제품을 동시에 생산할 때 전체적인 평균 비용이 오히려 절감되는 현상"
236,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,236,"Effective Demand(유효수요): 단순히 물건을 사고 싶다는 욕구를 넘어, 실제로 지갑에 돈이 있어 그 물건을 구매할 수 있는 실질적인 지불 능력을 갖춘 든든한 수요"
237,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,237,"Effective Exchange Rate(실효환율): 자국 통화와 모든 교역 상대국 통화 간의 환율을 무역 비중에 따라 가중평균하여, 자국 화폐의 대외적인 종합 구매력과 수출 경쟁력을 보여주는 환율"
238,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,238,"Efficient Frontier(효율적 투자선): 포트폴리오 이론에서, 주어진 동일한 위험 수준에서 투자자가 얻을 수 있는 최대의 기대수익률을 연결한 최적의 자산 배분 곡선"
239,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,239,"Efficient Market Hypothesis(EMH, 효율적 시장 가설): 모든 정보가 주가에 즉각 반영되어 초과 수익을 낼 수 없다는 이론"
240,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,240,Elasticity of Demand(수요의 탄력성): 상품의 가격이나 소비자의 소득이 변할 때 수요량이 얼마나 민감하게 반응하여 변동하는지를 나타내는 지표
241,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,241,Elasticity(탄력성): 가격이나 소득 변화에 따른 수요나 공급의 민감도
242,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,242,"Electronic Funds Transfer(EFT, 전자자금 이체): 종이 수표나 현금이 오가는 물리적 이동 없이, 컴퓨터 네트워크를 통해 한 은행 계좌에서 다른 계좌로 자금이 순식간에 이동하는 디지털 금융 거래"
243,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,243,Embargo(엠바고/금수 조치): 특정 국가와의 모든 무역이나 금융 거래를 금지하는 명령
244,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,244,Emerging Market(신흥 시장): 산업화가 빠르게 진행되어 성장 잠재력이 높은 개발도상국 시장
245,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,245,Employment Rate(고용률): 만 15세 이상의 15세 이상 인구(생산가능인구) 중에서 실제로 취업하여 일하고 있는 사람들의 비율 (실업률보다 체감 고용 상황을 잘 보여줌)
246,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,246,"Endogenous Variable(내생변수): 수요와 공급 모델에서의 가격이나 거래량처럼, 경제학 모형이나 방정식 내부의 상호작용 원리에 의해 그 값이 결정되는 변수"
247,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,247,Endowment Effect(보유 효과): 자기 소유물에 대해 가치를 더 높게 평가하는 심리
248,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,248,Engel's Coefficient(엥겔지수): 가계 총지출 중 식료품비가 차지하는 비율
249,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,249,Engel's Law(엥겔의 법칙): 가계의 소득이 늘어나 부유해질수록 전체 소비 지출에서 식료품비가 차지하는 비중(엥겔지수)은 점점 감소한다는 경제 통계적 법칙
250,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,250,"Enterprise Value(EV, 기업가치): 회사의 시가총액에 회사가 갚아야 할 총부채를 더하고 현금성 자산을 뺀 금액으로, 인수자가 그 기업을 통째로 인수할 때 실제로 지불해야 하는 진짜 순매수 비용"
251,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,251,Entrepreneurship(기업가 정신): 실패의 위험을 무릅쓰고 창의적인 아이디어와 혁신을 통해 새로운 사업을 개척하고 시장의 가치를 창출하려는 모험적인 경영 철학
252,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,252,"Environmental, Social, and Governance(ESG): 기업의 지속가능성을 평가하는 비재무적 기준"
253,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,253,"EPS(Earnings Per Share, 주당순이익): 1주가 1년 동안 벌어들인 순이익"
254,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,254,"Equalization Tax(균등세 / 인두세): 소득, 재산, 지위에 상관없이 모든 국민에게 똑같은 금액으로 일괄적으로 부과하는, 징수는 편하지만 빈부격차를 외면하는 조세 제도"
255,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,255,Equilibrium Price(균형 가격): 시장에서 수요자들이 사려는 양과 공급자들이 팔려는 양이 딱 맞아떨어져 과부족이 없는 상태에서 형성된 거래 가격
256,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,256,Equilibrium(균형): 수요와 공급이 일치하여 가격이 안정된 상태
257,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,257,"Equity Premium(주식 프리미엄): 주식 투자가 안전한 국채 예금보다 원금 손실의 위험이 훨씬 크기 때문에, 투자자들이 그 위험을 감수하는 대신 반드시 추가로 요구하는 초과 기대수익률"
258,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,258,Equity(자본/자기자본): 총자산에서 부채를 뺀 주주들의 순자산
259,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,259,Escrow(에스크로/결제 대금 예치): 제3의 기관이 대금을 임시 보관하는 안전 결제 시스템
260,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,260,"ESG(Environment, Social, Governance): 친환경 경영, 사회적 책임, 투명한 지배구조"
261,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,261,"ETF(Exchange Traded Fund, 상장지수펀드): 특정 지수나 자산의 수익률을 추종하며 주식처럼 거래되는 펀드"
262,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,262,"European Central Bank(ECB, 유럽중앙은행): 유로화(Euro)를 사용하는 유로존 20개국의 통화정책을 총괄하며 유로화의 가치와 유로존 전체의 물가 안정을 책임지는 최고 통화 기관"
263,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,263,"European Union(EU, 유럽연합): 유럽 국가들이 정치적, 경제적, 군사적으로 긴밀하게 통합하여 사람, 자본, 상품이 자유롭게 이동하는 단일 시장을 형성한 거대한 초국가적 연합체"
264,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,264,"Exchange Rate Mechanism(ERM, 환율조정메커니즘): 유로화가 출범하기 전, 유럽 국가들이 자국 통화 간의 환율 변동 폭을 일정 범위 내로 제한하여 경제적 안정을 도모했던 고정환율 협력 체제"
265,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,265,Exchange Rate(환율): 한 나라 통화의 대외적인 가치를 나타내는 교환 비율
266,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,266,"Exchange Traded Note(ETN, 상장지수증권): 증권사가 수익률을 보증하고 발행한 채권 형태의 상품"
267,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,267,"Excise Tax(개별소비세/소비세): 휘발유, 담배, 보석 등 특정한 품목이나 사치품의 소비를 억제하거나 추가적인 세수를 확보하기 위해 정부가 개별적으로 무겁게 부과하는 세금"
268,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,268,Exit(엑시트/투자 회수): 벤처 투자금을 M&A나 상장을 통해 현금화하는 과정
269,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,269,"Exogenous Variable(외생변수): 강우량, 인구수, 국제 유가 등 분석하려는 경제 모형 내부에서 결정되는 것이 아니라 외부의 독립적인 요인에 의해 미리 정해져서 주어지는 변수"
270,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,270,Expansionary Fiscal Policy(확장적 재정정책): 경기 침체를 막기 위해 정부가 세금을 깎아주거나 도로 건설 등 정부 지출을 대폭 늘려 시중에 돈을 풀고 총수요를 진작시키는 정책
271,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,271,"Expansionary Policy(확장적 경제 정책): 세금 감면, 금리 인하 등으로 시중에 돈을 푸는 정책"
272,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,272,Expected Inflation(기대 인플레이션): 가계나 기업 등 경제 주체들이 앞으로 1년 등 미래에 물가가 어느 정도 오를 것이라고 주관적으로 예상하는 심리적 물가 상승률
273,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,273,Expected Return(기대수익률): 투자 시 미래에 예상되는 평균 수익 비율
274,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,274,Export-Led Growth(수출 주도형 성장): 내수 시장이 좁은 개발도상국(한국 등)이 정부의 전폭적인 지원을 받아 외국에 물건을 팔아 달러를 벌어들이는 수출을 통해 국가 경제를 급속히 키우는 발전 전략
275,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,275,"External Debt(외채): 정부, 은행, 기업이 외국 정부나 해외 금융 기관으로부터 외화(주로 달러)로 빌려 와서 나중에 갚아야 하는 빚"
276,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,276,Externality(외부효과): 의도치 않게 제삼자에게 이익이나 피해를 주면서 보상이 없는 상태
277,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,277,Fabless(팹리스): 생산 공장 없이 반도체 설계만 전문으로 하는 회사
278,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,278,"Face Value(액면가): 채권, 주식, 화폐의 표면에 인쇄된 명목 금액"
279,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,279,"Factor Income(요소 소득): 노동, 토지, 자본 등의 생산 요소를 경제 활동에 제공한 대가로 가계가 벌어들이는 임금, 지대, 이자 등의 순수한 소득"
280,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,280,"Factor of Production(생산 요소): 재화 생산을 위해 투입하는 토지, 노동, 자본"
281,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,281,Fair Trade(공정 무역): 커피나 카카오를 재배하는 제3세계의 가난한 농민들에게 중간 상인의 착취 없이 정당하고 합리적인 가격을 직접 지불하여 그들의 자립을 돕는 윤리적 무역 방식
282,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,282,Fair Value(공정 가치): 독립적이고 합리적인 시장 참여자 간에 거래되는 객관적 가격
283,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,283,"Fallacy of Composition(구성의 오류): 개인이 돈을 아껴 저축(미덕)하는 것이 국가 전체로는 소비 침체(악덕)를 불러오는 절약의 역설처럼, 부분에 대해 참인 것이 전체에 대해서도 참일 것이라고 착각하는 논리적 오류"
284,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,284,"FANG(팡): 미국 주식시장의 기술주 상승을 주도한 페이스북(F), 아마존(A), 넷플릭스(N), 구글(G) 등 4대 거대 IT 플랫폼 빅테크 기업의 앞 글자를 딴 용어"
285,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,285,"FDA(Food and Drug Administration): 미국의 식품, 의약품 등의 안전 규제를 총괄하는 기관"
286,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,286,Fiat Money(명목화폐/법정화폐): 국가의 신용을 바탕으로 가치가 보장되는 화폐
287,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,287,Fiduciary(수탁자/신탁의): 고객의 이익을 위해 최선을 다할 의무를 지닌 사람이나 기관
288,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,288,"Financial Accounting(재무회계): 경영진이 아닌 외부의 주주나 채권자들에게 기업의 성적표를 보여주기 위해, 엄격한 회계 기준(GAAP 등)에 맞춰 재무제표를 작성하는 회계 분야"
289,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,289,Financial Crisis(금융위기): 금융 시스템 전체가 마비되고 경제가 침체에 빠지는 상황
290,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,290,"Financial Deregulation(금융 규제 완화): 금융 기관들의 영업, 이자율, 외환 거래 등에 대한 국가의 엄격한 규제를 풀고 시장의 자율과 경쟁을 촉진하는 정책"
291,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,291,"Financial Engineering(금융 공학): 수학, 통계학, 컴퓨터 프로그래밍을 금융에 접목하여 파생상품을 설계하고 복잡한 투자 위험을 관리하는 첨단 재무 기법"
292,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,292,"Financial Inclusion(금융 포용): 저소득층이나 노인 등 소외된 계층도 차별 없이 합리적인 비용으로 대출, 저축, 결제 등 필수적인 제도권 금융 서비스를 이용할 수 있도록 보장하는 정책"
293,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,293,"Financial Intermediary(금융 중개 기관): 돈이 남는 예금자와 돈이 필요한 대출자 사이에서 자금을 연결해 주는 은행, 보험사, 증권사 등의 기관"
294,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,294,"Financial Market(금융 시장): 돈이 필요한 사람(수요자)과 돈이 남는 사람(공급자) 사이에서 자금의 융통과 거래가 이루어지는 주식시장, 채권시장, 외환시장 등을 아우르는 추상적 공간"
295,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,295,Financial Statements(재무제표): 기업의 현재 재무 상태와 경영 성과를 규정에 따라 작성한 회계 보고서
296,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,296,Fintech(핀테크): 금융과 정보통신 기술이 결합한 새로운 금융 서비스
297,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,297,FIRE Movement(파이어족): 극단적 절약과 투자로 조기 은퇴를 추구하는 라이프 스타일
298,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,298,Fiscal Cliff(재정절벽): 정부 예산 지출이 급감하며 경제 전체가 충격을 받는 현상
299,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,299,Fiscal Deficit(재정 적자): 세출이 세입보다 많아 정부의 금고가 빈 상태
300,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,300,"Fiscal Multiplier(재정 승수): 정부가 1억 원의 재정을 지출했을 때, 이것이 파급 효과를 일으켜 국가의 전체 GDP가 1억 원보다 얼마나 더 큰 폭으로 증가하는지를 나타내는 배수"
301,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,301,Fiscal Policy(재정정책): 조세와 정부 지출을 조절하여 경제를 안정시키는 정책
302,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,302,Fixed Cost(고정비): 생산량과 상관없이 항상 일정하게 발생하는 비용
303,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,303,"Fixed Exchange Rate(고정환율제): 환율의 오르내림을 시장에 맡기지 않고, 정부가 자국 통화의 가치를 달러나 금 등 특정 자산에 못 박아 일정하게 유지하는 제도"
304,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,304,"Fixed Income(고정 수익/채권): 주식 배당금처럼 실적에 따라 들쭉날쭉하지 않고, 채권이나 정기예금처럼 정해진 날짜에 고정된 이자 수익이 따박따박 들어오는 금융 상품"
305,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,305,Flash Crash(플래시 크래시 / 순간 폭락): 단 몇 분 만에 가격이 급폭락했다가 급반등하는 현상
306,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,306,Flat Tax(단일 세율): 부자든 빈자든 소득 수준이나 금액의 크기에 상관없이 모든 납세자에게 똑같은 단 하나의 퍼센트(%) 세율을 일괄적으로 적용하는 조세 방식
307,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,307,Flipping(플리핑): 짧은 시간 안에 비싸게 되팔아 단기 차익을 남기는 투자 기법
308,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,308,Floating Exchange Rate(변동환율제): 시장 원리에 따라 환율이 자유롭게 오르내리는 제도
309,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,309,"Floating Rate Note(FRN, 변동금리부 채권): 지급되는 이자율이 만기까지 고정된 것이 아니라, 리보나 CD 금리 같은 기준 금리의 오르내림에 따라 주기적으로 이자가 변동되는 채권"
310,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,310,"FOMC(Federal Open Market Committee, 연방공개시장위원회): 미국 중앙은행(Fed) 산하에서 핵심적인 통화정책을 결정하는 회의체로, 6주마다 모여 미국의 기준금리 인상 및 인하 여부를 만장일치나 다수결로 결정함"
311,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,311,FOMO(Fear Of Missing Out): 돈 벌 기회를 놓칠까 봐 두려워 추격 매수하는 군중 심리
312,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,312,"Foreign Direct Investment(FDI, 외국인 직접투자): 외국 기업이 경영 참여나 공장 설립을 위해 투자하는 것"
313,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,313,"Foreign Exchange Reserves(외환보유액): 한 국가의 중앙은행이나 정부가 외환위기 등 비상사태에 대비하여 금고에 비축해 두고 있는 달러, 유로화, 금 등의 대외 지급 준비 자산"
314,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,314,Foreign Exchange(외환): 거래를 결제하기 위해 사용되는 외국 돈이나 외환 시장
315,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,315,"Foreign Portfolio Investment(FPI, 외국인 간접투자): 외국인 투자자들이 공장 설립이나 경영권 확보가 아니라, 오직 단기적인 시세차익이나 배당을 노리고 다른 나라의 주식이나 채권을 사들이는 투자"
316,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,316,Forward Contract(선도 거래): 장외 시장에서 미래 특정 시점에 약속한 가격으로 직접 교환하는 계약
317,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,317,"Forward Guidance(포워드 가이던스): 중앙은행이 시장의 불안을 달래기 위해 ""우리는 당분간 계속 금리를 올리지 않겠다""라는 식으로 미래의 통화정책 방향을 미리 친절하게 예고해 주는 소통 방식"
318,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,318,"Forward Rate(선도환율/선도금리): 현재 시점에서 계약을 맺지만, 실제 자금의 교환이나 이자 지급은 미래의 특정 날짜에 이루어지기로 두 당사자가 미리 약속한 환율이나 금리"
319,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,319,Foundry(파운드리): 반도체 설계도만 받아 위탁 생산해 주는 전문 공장 기업
320,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,320,Fountain Effect(분수효과): 저소득층의 소비 증가가 경제 전체를 살린다는 이론
321,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,321,Fractional Reserve Banking(부분지급준비제도): 은행이 예금의 일부만 남기고 대출하여 통화를 창조하는 시스템
322,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,322,"Fractional Shares(소수점 주식): 삼성전자 1주를 10분의 1조각 내어 0.1주씩 살 수 있는 것처럼, 1주 단위가 아니라 소수점 단위로 잘게 쪼개어 소액으로도 고가의 우량주에 투자할 수 있게 한 주식 매매 제도"
323,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,323,Framing Effect(프레이밍 효과/틀 짜기 효과): 정보가 제시되는 틀에 따라 판단이 달라지는 현상
324,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,324,"Franchise(프랜차이즈): 가맹 본부가 가맹점에게 상표권, 노하우 등을 제공하고 로열티를 받는 사업"
325,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,325,"Free Cash Flow(FCF, 잉여현금흐름): 필수 비용을 빼고 주주 배당 등에 쓸 수 있는 알짜 현금"
326,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,326,"Free Enterprise(자유 기업/자유 시장 경제): 사유 재산과 영리 추구의 자유가 철저히 보장되며, 정부 간섭 없이 민간 기업이 자유롭게 경쟁하여 상품을 생산하고 판매하는 경제 체제"
327,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,327,Free Rider Problem(무임승차 문제): 대가를 지불하지 않고 공공재의 혜택만 누리려는 현상
328,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,328,Free Rider(무임승차자): 비용은 부담하지 않으면서 공공재의 이익만 취하려는 주체
329,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,329,"Free Trade Agreement(FTA, 자유무역협정): 두 국가 이상이 서로 상품을 수출입할 때 관세를 완전히 없애거나 대폭 낮추어, 양국 간에 마치 한 나라처럼 자유롭게 무역을 하도록 맺는 특혜 조약"
330,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,330,Free Trade(자유무역): 국가의 개입과 관세 장벽을 철폐하는 경제 정책
331,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,331,"Frictionless Market(마찰 없는 시장): 세금, 거래 비용 등 제약 요인이 없는 이상적인 시장"
332,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,332,"Frictional Unemployment(마찰적 실업): 직장을 그만두고 더 좋은 일자리를 찾아 이직하는 과정이나, 대학 졸업 후 첫 직장을 구하는 기간 중에 일시적이고 불가피하게 발생하는 단기적 실업"
333,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,333,Friend-shoring(프렌드쇼어링): 동맹국이나 우방국끼리만 공급망을 구축하여 위험을 줄이는 전략
334,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,334,"Fringe Benefits(부가 급여/복리후생): 기업이 직원의 사기를 높이기 위해 월급이나 상여금 등 현금 외에 별도로 제공하는 건강보험, 식대, 기숙사, 자녀 학자금 지원 등의 각종 복지 혜택"
335,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,335,"Front Running(프런트 러닝/선행매매): 펀드 매니저나 증권사 직원이 엄청난 규모의 고객 주문이 들어올 것을 미리 알고, 그 주가가 오르기 전에 자기 개인 계좌로 먼저 주식을 사서 부당한 이익을 가로채는 불법 행위"
336,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,336,"FUD(Fear, Uncertainty, Doubt): 공포, 불확실성, 의심을 조장하는 가짜 뉴스나 악의적 소문 전략"
337,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,337,"Full Employment(완전 고용): 경제가 건강하게 돌아가 일할 의사와 능력이 있는 사람이 거의 모두 직장을 가진 상태로, 마찰적 실업 등 자연실업률 정도만 존재하는 아주 이상적인 노동 시장 상황"
338,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,338,"Fundamental Analysis(기본적 분석): 차트나 그래프의 선 긋기를 보는 것이 아니라, 회사의 재무제표, 매출 이익률, 산업의 성장성 등 내재적 가치를 깊이 분석하여 주식이 저평가되었는지 판단하는 정통 투자법"
339,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,339,Fundamentals(펀더멘털): 한 나라 경제나 기업의 건강 상태를 보여주는 기초 체력 지표
340,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,340,"Fungibility(대체 가능성): 지폐나 금괴처럼, 어떤 자산이 다른 동일한 자산으로 1대1 교환이 완벽하게 가능하여 서로의 가치에 아무런 차이가 없는 성질 (이것이 안 되는 것이 NFT)"
341,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,341,Funflation(펀플레이션): 여가와 재미(Fun)를 즐기는데 드는 서비스 가격이 급등하는 현상
342,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,342,Futures Contract(선물 계약): 밀이나 원유 등 기초 자산을 미래의 특정 만기일에 현재 서로 약속한 고정 가격으로 매매하기로 거래소에서 공식적으로 맺는 표준화된 파생상품 계약
343,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,343,Futures(선물): 기초 자산을 미래의 특정 시점에 미리 합의한 가격으로 사고파는 거래소 계약
344,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,344,"G20(주요 20개국): 미국, 유럽, 한국 등 전 세계 경제 규모의 80%를 차지하는 선진국과 주요 신흥국 20개국의 재무장관과 중앙은행 총재, 정상들이 모여 글로벌 경제 문제를 논의하는 회의체"
345,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,345,Game Theory(게임이론): 상대방의 행동을 예측하여 최적의 전략을 선택하는 수학적 경제 이론
346,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,346,"GDP Deflator(GDP 디플레이터): 명목 GDP를 실질 GDP로 나누어 계산하며, 한 국가 내에서 생산된 모든 재화와 서비스의 전반적인 물가 수준의 변동을 가장 폭넓게 측정하는 종합 물가 지수"
347,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,347,"GDP(Gross Domestic Product, 국내총생산): 한 나라 영토 안에서 일정 기간 생산된 최종 재화와 서비스의 가치 합계"
348,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,348,"Gearing Ratio(기어링 비율/레버리지 비율): 기업의 자기자본(내 돈) 대비 부채(남의 돈)가 얼마나 많은지를 나타내는 비율로, 이 수치가 높을수록 빚이 많아 파산 위험이 큰 고위험 재무 구조를 의미함"
349,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,349,"General Agreement on Tariffs and Trade(GATT, 관세 및 무역에 관한 일반 협정): 제2차 세계대전 이후 자유무역을 촉진하고 관세 장벽을 낮추기 위해 체결되었던 다자간 국제 무역 협정으로, 현재 WTO의 전신"
350,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,350,"General Equivalency(일반적 등가물): 물물교환 시대에 모든 물건의 가치를 비교하고 교환할 수 있는 절대적인 기준으로 널리 인정받았던 소금, 금, 조개껍데기 같은 원시적 화폐"
351,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,351,Gentrification(젠트리피케이션): 낙후된 동네가 번성하여 임대료가 치솟아 원주민이 쫓겨나는 현상
352,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,352,Giffen Good(기펜재): 가격이 오르면 수요가 증가하고 하락하면 수요가 감소하는 예외적인 재화
353,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,353,"Gig Economy(긱 이코노미): 필요할 때마다 임시직, 프리랜서 형태로 노동력을 제공하는 경제"
354,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,354,Gig Worker(긱 워커): 플랫폼을 통해 필요할 때만 초단기로 일하는 유연한 노동자
355,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,355,Gini Coefficient(지니계수): 소득 불평등을 0과 1 사이의 수치로 나타낸 지표
356,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,356,Gini Index(지니지수): 소득 불평등 지표인 지니계수에 100을 곱하여 0에서 100 사이의 보기 편한 퍼센트 지수로 나타낸 수치
357,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,357,Glass Ceiling(유리천장): 여성이나 소수자의 승진을 막는 보이지 않는 장벽
358,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,358,"Glass-Steagall Act(글래스-스티걸 법): 1930년대 대공황 이후 은행의 위험한 투기 행위를 막기 위해, 예금을 받는 일반 상업 은행과 주식 투자를 하는 투자은행(증권사)의 업무를 엄격하게 분리시킨 미국의 전설적인 금융 규제 법안"
359,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,359,"Global Depository Receipt(GDR, 글로벌 주식예탁증서): 삼성전자 같은 한국 기업이 외국 투자자들에게 쉽게 주식을 팔아 달러를 조달하기 위해, 한국에 원본 주식을 보관해 두고 외국 시장(주로 런던 등)에서 대신 발행하여 유통시키는 대체 증권"
360,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,360,"Globalization(세계화): 무역 장벽이 무너지고 정치, 경제, 문화가 국경을 초월하여 전 세계가 하나로 긴밀하게 연결되는 현상"
361,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,361,"GNI(Gross National Income, 국민총소득): 한 나라 국민이 생산 활동으로 벌어들인 소득의 총합"
362,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,362,"GNP(Gross National Product, 국민총생산): 한 나라 국민이 생산한 모든 최종 재화와 서비스의 가치"
363,경제 금융 경제학(최종 550).hwpx,경제 금융 경제학,363,Going Public(기업공개): 비상장 기업이 외부 투자자 유치를 위해 주식과 재무를 공개하는 것
